ID	Mean_Schneider_Entropy	Strain_count	Cluster_Number	Conservation	Conservation_Results
WP_017805605	0.161125481753509	96	1018	0.838874518246491	Conservation Score > 0.80, more than 90% of the strains
WP_017805606	0.188917931381382	73	1866	0.811082068618618	Conservation Score > 0.80, less than 90% of the strains
WP_017805607	0.0131998402603188	16	5394	0.986800159739681	Conservation Score > 0.95, less than 90% of the strains
WP_017805608	0.0146841360337339	96	2054	0.985315863966266	Conservation Score > 0.95, more than 90% of the strains
WP_017805609	0.0719822143668549	7	3064	0.928017785633145	Conservation Score > 0.80, less than 90% of the strains
WP_017805611	0.00933963817990811	95	889	0.990660361820092	Conservation Score > 0.95, more than 90% of the strains
WP_017805613	0.0116685518543891	94	3141	0.988331448145611	Conservation Score > 0.95, more than 90% of the strains
WP_017805614	0.0054203393459094	95	5024	0.994579660654091	Conservation Score > 0.95, more than 90% of the strains
WP_017805615	0.0635392826927453	95	283	0.936460717307255	Conservation Score > 0.80, more than 90% of the strains
WP_017805616	0.180512856340492	96	293	0.819487143659508	Conservation Score > 0.80, more than 90% of the strains
WP_017805618	0.0067420980584103	88	1543	0.99325790194159	Conservation Score > 0.95, more than 90% of the strains
WP_017805619	0.167966132653808	89	304	0.832033867346192	Conservation Score > 0.80, more than 90% of the strains
WP_017805620	0.0198090878755521	88	3063	0.980190912124448	Conservation Score > 0.95, more than 90% of the strains
WP_017805621	0.00879550533533573	95	3326	0.991204494664664	Conservation Score > 0.95, more than 90% of the strains
WP_017805622	0.0231794513446686	87	993	0.976820548655331	Conservation Score > 0.95, more than 90% of the strains
WP_017805624	0.154754185281165	95	1071	0.845245814718835	Conservation Score > 0.80, more than 90% of the strains
WP_017805626	0.00447700422464446	88	4719	0.995522995775355	Conservation Score > 0.95, more than 90% of the strains
WP_017805627	0.00247635376139381	95	3849	0.997523646238606	Conservation Score > 0.95, more than 90% of the strains
WP_017805628	0.0103747190252521	88	338	0.989625280974748	Conservation Score > 0.95, more than 90% of the strains
WP_017805629	0.0105896065391646	95	1395	0.989410393460835	Conservation Score > 0.95, more than 90% of the strains
WP_017805630	0.00506136465678725	88	3210	0.994938635343213	Conservation Score > 0.95, more than 90% of the strains
WP_017805632	0.18682557040883	179	1516	0.81317442959117	Conservation Score > 0.80, more than 90% of the strains
WP_017805633	0.0121054009588565	12	2981	0.987894599041143	Conservation Score > 0.95, less than 90% of the strains
WP_017805634	0.0036520396941334	94	1812	0.996347960305867	Conservation Score > 0.95, more than 90% of the strains
WP_017805639	0.0147810804836715	84	3161	0.985218919516328	Conservation Score > 0.95, less than 90% of the strains
WP_017805640	0.0182565189785674	92	2870	0.981743481021433	Conservation Score > 0.95, more than 90% of the strains
WP_017805641	0.158854388883876	94	1814	0.841145611116124	Conservation Score > 0.80, more than 90% of the strains
WP_017805642	0.207520533779244	95	58	0.792479466220756	Conservation Score < 0.80, more than 90% of the strains
WP_017805644	0.0604830796219957	84	2178	0.939516920378004	Conservation Score > 0.80, less than 90% of the strains
WP_017805645	0.0233420873336323	84	3853	0.976657912666368	Conservation Score > 0.95, less than 90% of the strains
WP_017805647	0.00750460953386893	79	3580	0.992495390466131	Conservation Score > 0.95, less than 90% of the strains
WP_017805648	0.00723774742018445	78	375	0.992762252579816	Conservation Score > 0.95, less than 90% of the strains
WP_017805650	0.0550511297915713	7	2674	0.944948870208429	Conservation Score > 0.80, less than 90% of the strains
WP_017805651	0.0317151354674302	78	5664	0.96828486453257	Conservation Score > 0.95, less than 90% of the strains
WP_017805652	0.0191225662108721	78	5673	0.980877433789128	Conservation Score > 0.95, less than 90% of the strains
WP_017805653	0.0405622102959632	71	5196	0.959437789704037	Conservation Score > 0.95, less than 90% of the strains
WP_017805654	0.0227687048642923	18	3174	0.977231295135708	Conservation Score > 0.95, less than 90% of the strains
WP_017805655	0	5	5476	1	Conservation Score > 0.95, less than 90% of the strains
WP_017805656	0.0237407667254411	50	5508	0.976259233274559	Conservation Score > 0.95, less than 90% of the strains
WP_017805657	0.00583257784546305	13	5382	0.994167422154537	Conservation Score > 0.95, less than 90% of the strains
WP_017805659	0.198302860307534	9	2104	0.801697139692466	Conservation Score > 0.80, less than 90% of the strains
WP_017805660	0.0758117899898255	7	349	0.924188210010174	Conservation Score > 0.80, less than 90% of the strains
WP_017805661	0	5	5297	1	Conservation Score > 0.95, less than 90% of the strains
WP_017805664	0.0059459325579617	88	1723	0.994054067442038	Conservation Score > 0.95, more than 90% of the strains
WP_017805666	0	88	5331	1	Conservation Score > 0.95, more than 90% of the strains
WP_017805667	0.0250661850834054	88	2699	0.974933814916595	Conservation Score > 0.95, more than 90% of the strains
WP_017805668	0.00344620060414842	88	3915	0.996553799395852	Conservation Score > 0.95, more than 90% of the strains
WP_017805669	0.0297590584376506	88	1128	0.970240941562349	Conservation Score > 0.95, more than 90% of the strains
WP_017805670	0.000872450928228629	85	2959	0.999127549071771	Conservation Score > 0.95, less than 90% of the strains
WP_017805671	0.00796765792425195	94	2336	0.992032342075748	Conservation Score > 0.95, more than 90% of the strains
WP_017805672	0.00571526168265991	95	2091	0.99428473831734	Conservation Score > 0.95, more than 90% of the strains
WP_017805674	0.00861715321354489	88	3828	0.991382846786455	Conservation Score > 0.95, more than 90% of the strains
WP_017805675	0.0122218485287749	92	2088	0.987778151471225	Conservation Score > 0.95, more than 90% of the strains
WP_017805676	0.0156772397959025	94	2814	0.984322760204097	Conservation Score > 0.95, more than 90% of the strains
WP_017805677	0.0116544478249423	93	430	0.988345552175058	Conservation Score > 0.95, more than 90% of the strains
WP_017805679	0.00567448421419483	94	848	0.994325515785805	Conservation Score > 0.95, more than 90% of the strains
WP_017805680	0.0522111967210862	87	49	0.947788803278914	Conservation Score > 0.80, more than 90% of the strains
WP_017805681	0.168719761258601	89	522	0.831280238741399	Conservation Score > 0.80, more than 90% of the strains
WP_017805682	0.198577345032459	89	267	0.801422654967541	Conservation Score > 0.80, more than 90% of the strains
WP_017805683	0.0083436242167429	88	3651	0.991656375783257	Conservation Score > 0.95, more than 90% of the strains
WP_017805684	0.00295030718370208	88	3592	0.997049692816298	Conservation Score > 0.95, more than 90% of the strains
WP_017805685	0.0300273133357466	88	3773	0.969972686664253	Conservation Score > 0.95, more than 90% of the strains
WP_017805686	0.000352436210122768	88	1574	0.999647563789877	Conservation Score > 0.95, more than 90% of the strains
WP_017805687	0.00247989673008282	94	1551	0.997520103269917	Conservation Score > 0.95, more than 90% of the strains
WP_017805688	0.00438789824624596	94	118	0.995612101753754	Conservation Score > 0.95, more than 90% of the strains
WP_017805689	0.010830919210437	88	3611	0.989169080789563	Conservation Score > 0.95, more than 90% of the strains
WP_017805692	0.00955499464192353	93	150	0.990445005358076	Conservation Score > 0.95, more than 90% of the strains
WP_017805693	0.0139010228287402	87	1804	0.98609897717126	Conservation Score > 0.95, more than 90% of the strains
WP_017805694	0.000393892165826078	88	420	0.999606107834174	Conservation Score > 0.95, more than 90% of the strains
WP_017805695	0.00154118892497296	88	3438	0.998458811075027	Conservation Score > 0.95, more than 90% of the strains
WP_017805696	0.00257286047329652	95	2118	0.997427139526704	Conservation Score > 0.95, more than 90% of the strains
WP_017805697	0.0122627420707254	80	5208	0.987737257929275	Conservation Score > 0.95, less than 90% of the strains
WP_017805698	0.0252119763360289	95	1950	0.974788023663971	Conservation Score > 0.95, more than 90% of the strains
WP_017805699	0.158092759428571	96	1850	0.841907240571429	Conservation Score > 0.80, more than 90% of the strains
WP_017805703	0.000228088407911191	95	3736	0.999771911592089	Conservation Score > 0.95, more than 90% of the strains
WP_017805704	0.039583102410298	94	510	0.960416897589702	Conservation Score > 0.95, more than 90% of the strains
WP_017805706	0.0549114619234406	74	1451	0.945088538076559	Conservation Score > 0.80, less than 90% of the strains
WP_017805709	0.00092954517346627	74	2778	0.999070454826534	Conservation Score > 0.95, less than 90% of the strains
WP_017805710	0.180653392093999	76	3427	0.819346607906001	Conservation Score > 0.80, less than 90% of the strains
WP_017805711	0	1	5509	1	Conservation Score > 0.95, less than 90% of the strains
WP_017805712	0	88	4878	1	Conservation Score > 0.95, more than 90% of the strains
WP_017805714	0.00236834396828959	88	3226	0.99763165603171	Conservation Score > 0.95, more than 90% of the strains
WP_017805715	0.00925516847016811	94	437	0.990744831529832	Conservation Score > 0.95, more than 90% of the strains
WP_017805717	0.00276680004385689	88	2540	0.997233199956143	Conservation Score > 0.95, more than 90% of the strains
WP_017805718	0.00249324096137824	88	1875	0.997506759038622	Conservation Score > 0.95, more than 90% of the strains
WP_017805719	0.0046373919449678	88	2441	0.995362608055032	Conservation Score > 0.95, more than 90% of the strains
WP_017805720	0.00244975600841833	88	5593	0.997550243991582	Conservation Score > 0.95, more than 90% of the strains
WP_017805721	0.00612698990490701	88	1660	0.993873010095093	Conservation Score > 0.95, more than 90% of the strains
WP_017805722	0.00563186350420675	94	485	0.994368136495793	Conservation Score > 0.95, more than 90% of the strains
WP_017805725	0.188336356884566	90	2366	0.811663643115434	Conservation Score > 0.80, more than 90% of the strains
WP_017805726	0.00220332325716512	87	2322	0.997796676742835	Conservation Score > 0.95, more than 90% of the strains
WP_017805727	0.138563240240116	88	2938	0.861436759759883	Conservation Score > 0.80, more than 90% of the strains
WP_017805728	0.140220548327315	88	1156	0.859779451672685	Conservation Score > 0.80, more than 90% of the strains
WP_017805730	0.163748785114231	95	863	0.836251214885769	Conservation Score > 0.80, more than 90% of the strains
WP_017805731	0.00471122261912892	84	1444	0.995288777380871	Conservation Score > 0.95, less than 90% of the strains
WP_017805732	0.00797099485893938	95	2852	0.992029005141061	Conservation Score > 0.95, more than 90% of the strains
WP_017805733	0.000826591099105514	88	1072	0.999173408900894	Conservation Score > 0.95, more than 90% of the strains
WP_017805734	0.00939539183770058	95	2760	0.990604608162299	Conservation Score > 0.95, more than 90% of the strains
WP_017805735	0.00750691739641533	88	1340	0.992493082603585	Conservation Score > 0.95, more than 90% of the strains
WP_017805736	0.00982231571185784	95	1223	0.990177684288142	Conservation Score > 0.95, more than 90% of the strains
WP_017805737	0.0104036856063108	95	5000	0.989596314393689	Conservation Score > 0.95, more than 90% of the strains
WP_017805738	0.0317178506396857	92	1435	0.968282149360314	Conservation Score > 0.95, more than 90% of the strains
WP_017805739	0.00481616155824898	90	853	0.995183838441751	Conservation Score > 0.95, more than 90% of the strains
WP_017805741	0.0023504180374615	95	1645	0.997649581962538	Conservation Score > 0.95, more than 90% of the strains
WP_017805742	0.0106418098321605	93	3194	0.98935819016784	Conservation Score > 0.95, more than 90% of the strains
WP_017805743	0.197791308251334	97	3426	0.802208691748666	Conservation Score > 0.80, more than 90% of the strains
WP_017805744	0.00375695958225989	95	2599	0.99624304041774	Conservation Score > 0.95, more than 90% of the strains
WP_017805745	0.0706560607731741	95	3905	0.929343939226826	Conservation Score > 0.80, more than 90% of the strains
WP_017805746	0.14303485400032	109	2991	0.85696514599968	Conservation Score > 0.80, more than 90% of the strains
WP_017805748	0.141188053458748	96	465	0.858811946541252	Conservation Score > 0.80, more than 90% of the strains
WP_017805749	0.141255610805513	34	4810	0.858744389194487	Conservation Score > 0.80, less than 90% of the strains
WP_017805751	0.00477264751761638	95	2666	0.995227352482384	Conservation Score > 0.95, more than 90% of the strains
WP_017805752	0.202124395991146	18	1476	0.797875604008854	Conservation Score < 0.80, less than 90% of the strains
WP_017805753	0.00890982979213106	81	1233	0.991090170207869	Conservation Score > 0.95, less than 90% of the strains
WP_017805754	0.208145227027831	33	1285	0.791854772972169	Conservation Score < 0.80, less than 90% of the strains
WP_017805755	0.0109997346639919	28	4129	0.989000265336008	Conservation Score > 0.95, less than 90% of the strains
WP_017805756	0.00993429694122311	94	1105	0.990065703058777	Conservation Score > 0.95, more than 90% of the strains
WP_017805757	0.00224356373698472	88	4021	0.997756436263015	Conservation Score > 0.95, more than 90% of the strains
WP_017805758	0.000339627391604387	88	5105	0.999660372608396	Conservation Score > 0.95, more than 90% of the strains
WP_017805759	0.00343062830868565	95	556	0.996569371691314	Conservation Score > 0.95, more than 90% of the strains
WP_017805760	0.195221324471725	89	1471	0.804778675528275	Conservation Score > 0.80, more than 90% of the strains
WP_017805761	0.162684479017868	89	802	0.837315520982132	Conservation Score > 0.80, more than 90% of the strains
WP_017805763	0.006120284836512	95	493	0.993879715163488	Conservation Score > 0.95, more than 90% of the strains
WP_017805764	0.000989870646508491	2	2795	0.999010129353492	Conservation Score > 0.95, less than 90% of the strains
WP_017805765	0.00600660124223415	87	2617	0.993993398757766	Conservation Score > 0.95, more than 90% of the strains
WP_017805766	0.00416980878675195	88	2511	0.995830191213248	Conservation Score > 0.95, more than 90% of the strains
WP_017805767	0.00151042728329753	88	2417	0.998489572716702	Conservation Score > 0.95, more than 90% of the strains
WP_017805768	0.198877098090532	86	1197	0.801122901909468	Conservation Score > 0.80, less than 90% of the strains
WP_017805769	0.00282190334552065	86	96	0.997178096654479	Conservation Score > 0.95, less than 90% of the strains
WP_017805770	0.189433245881104	91	1232	0.810566754118896	Conservation Score > 0.80, more than 90% of the strains
WP_017805771	0.000676281091231323	86	2354	0.999323718908769	Conservation Score > 0.95, less than 90% of the strains
WP_017805772	0.00108220989462887	86	3465	0.998917790105371	Conservation Score > 0.95, less than 90% of the strains
WP_017805773	0.0297356459817842	88	3043	0.970264354018216	Conservation Score > 0.95, more than 90% of the strains
WP_017805774	0	1	491	1	Conservation Score > 0.95, less than 90% of the strains
WP_017805775	0.183388168265447	88	1678	0.816611831734553	Conservation Score > 0.80, more than 90% of the strains
WP_017805778	0.00377330069061239	95	3954	0.996226699309388	Conservation Score > 0.95, more than 90% of the strains
WP_017805779	0.0578853060991196	95	3554	0.94211469390088	Conservation Score > 0.80, more than 90% of the strains
WP_017805780	0.0182259460855933	95	4890	0.981774053914407	Conservation Score > 0.95, more than 90% of the strains
WP_017805781	0.00304743267709973	88	2442	0.9969525673229	Conservation Score > 0.95, more than 90% of the strains
WP_017805782	0.00507838528548066	88	3127	0.994921614714519	Conservation Score > 0.95, more than 90% of the strains
WP_017805783	0.00806546299737679	88	773	0.991934537002623	Conservation Score > 0.95, more than 90% of the strains
WP_017805784	0.124639281080802	87	68	0.875360718919198	Conservation Score > 0.80, more than 90% of the strains
WP_017805785	0.195428022040921	95	1472	0.804571977959079	Conservation Score > 0.80, more than 90% of the strains
WP_017805786	0.0028650969986641	88	2175	0.997134903001336	Conservation Score > 0.95, more than 90% of the strains
WP_017805787	0.187032354132933	96	2512	0.812967645867067	Conservation Score > 0.80, more than 90% of the strains
WP_017805788	0.00957922132723801	95	1835	0.990420778672762	Conservation Score > 0.95, more than 90% of the strains
WP_017805789	0.00939914344626305	95	3493	0.990600856553737	Conservation Score > 0.95, more than 90% of the strains
WP_017805790	0.00733495557290374	88	696	0.992665044427096	Conservation Score > 0.95, more than 90% of the strains
WP_017805791	0.00421102409865954	95	1490	0.99578897590134	Conservation Score > 0.95, more than 90% of the strains
WP_017805792	0.00835003797865089	95	2473	0.991649962021349	Conservation Score > 0.95, more than 90% of the strains
WP_017805793	0.0054655614531981	95	2158	0.994534438546802	Conservation Score > 0.95, more than 90% of the strains
WP_017805794	0.0105226544750121	92	1310	0.989477345524988	Conservation Score > 0.95, more than 90% of the strains
WP_017805795	0.00464903317638516	87	1082	0.995350966823615	Conservation Score > 0.95, more than 90% of the strains
WP_017805796	0.179720769885994	89	100	0.820279230114006	Conservation Score > 0.80, more than 90% of the strains
WP_017805798	0.00813623369629679	88	2714	0.991863766303703	Conservation Score > 0.95, more than 90% of the strains
WP_017805801	0.180982111725728	96	133	0.819017888274272	Conservation Score > 0.80, more than 90% of the strains
WP_017805802	0.00627535390334934	88	4489	0.993724646096651	Conservation Score > 0.95, more than 90% of the strains
WP_017805804	0.176364502315464	89	2452	0.823635497684536	Conservation Score > 0.80, more than 90% of the strains
WP_017805805	0.00579847316911153	92	4605	0.994201526830888	Conservation Score > 0.95, more than 90% of the strains
WP_017805806	0.195873795312582	89	2568	0.804126204687418	Conservation Score > 0.80, more than 90% of the strains
WP_017805807	0.0542033344007818	88	3303	0.945796665599218	Conservation Score > 0.80, more than 90% of the strains
WP_017805808	0.191136191752075	90	1777	0.808863808247925	Conservation Score > 0.80, more than 90% of the strains
WP_017805809	0.067468851052181	17	3364	0.932531148947819	Conservation Score > 0.80, less than 90% of the strains
WP_017805811	0.188917931381382	73	1866	0.811082068618618	Conservation Score > 0.80, less than 90% of the strains
WP_017805812	0	5	5124	1	Conservation Score > 0.95, less than 90% of the strains
WP_017805813	0.00812573963826658	99	5109	0.991874260361733	Conservation Score > 0.95, more than 90% of the strains
WP_017805814	0.034548287574648	93	4773	0.965451712425352	Conservation Score > 0.95, more than 90% of the strains
WP_017805815	0.00376858259517609	21	3682	0.996231417404824	Conservation Score > 0.95, less than 90% of the strains
WP_017805817	0.108376456756394	68	560	0.891623543243606	Conservation Score > 0.80, less than 90% of the strains
WP_017805818	0.207420352286478	76	534	0.792579647713522	Conservation Score < 0.80, less than 90% of the strains
WP_017805819	0.0107057626840641	69	3760	0.989294237315936	Conservation Score > 0.95, less than 90% of the strains
WP_017805820	0.203732742832941	71	1570	0.796267257167059	Conservation Score < 0.80, less than 90% of the strains
WP_017805821	0.0045899202320405	67	1933	0.995410079767959	Conservation Score > 0.95, less than 90% of the strains
WP_017805822	0.00295736506897482	59	4080	0.997042634931025	Conservation Score > 0.95, less than 90% of the strains
WP_017805823	0.00108903707763874	66	4027	0.998910962922361	Conservation Score > 0.95, less than 90% of the strains
WP_017805824	0.0333913481060695	69	2722	0.96660865189393	Conservation Score > 0.95, less than 90% of the strains
WP_017805826	0.0689145065789128	80	3393	0.931085493421087	Conservation Score > 0.80, less than 90% of the strains
WP_017805827	0.124409269465994	11	4028	0.875590730534006	Conservation Score > 0.80, less than 90% of the strains
WP_017805828	0.0356180152799875	66	3520	0.964381984720012	Conservation Score > 0.95, less than 90% of the strains
WP_017805829	0	1	1853	1	Conservation Score > 0.95, less than 90% of the strains
WP_017805830	0.215174925419138	100	1151	0.784825074580861	Conservation Score < 0.80, more than 90% of the strains
WP_017805831	0.178346160437461	95	538	0.821653839562539	Conservation Score > 0.80, more than 90% of the strains
WP_017805832	0.0109519460604315	88	3032	0.989048053939568	Conservation Score > 0.95, more than 90% of the strains
WP_017805833	0.0043296448467625	86	1639	0.995670355153237	Conservation Score > 0.95, less than 90% of the strains
WP_017805834	0.14303485400032	109	2991	0.85696514599968	Conservation Score > 0.80, more than 90% of the strains
WP_017805838	0.0715271253118904	87	1561	0.92847287468811	Conservation Score > 0.80, more than 90% of the strains
WP_017805839	0.159276562662268	89	832	0.840723437337732	Conservation Score > 0.80, more than 90% of the strains
WP_017805840	0.0132728594813592	94	3182	0.986727140518641	Conservation Score > 0.95, more than 90% of the strains
WP_017805841	0.00241046363975344	5	4130	0.997589536360247	Conservation Score > 0.95, less than 90% of the strains
WP_017805843	0.0142781252076626	90	5295	0.985721874792337	Conservation Score > 0.95, more than 90% of the strains
WP_017805844	0.00762062821149479	95	2949	0.992379371788505	Conservation Score > 0.95, more than 90% of the strains
WP_017805845	0.0234643084026765	86	2651	0.976535691597323	Conservation Score > 0.95, less than 90% of the strains
WP_017805846	0.181263201875462	96	1975	0.818736798124538	Conservation Score > 0.80, more than 90% of the strains
WP_017805848	0.104331655589732	12	2071	0.895668344410268	Conservation Score > 0.80, less than 90% of the strains
WP_017805849	0.224312841065845	18	1236	0.775687158934155	Conservation Score < 0.80, less than 90% of the strains
WP_017805850	0.154288928869009	2	1448	0.845711071130991	Conservation Score > 0.80, less than 90% of the strains
WP_017805851	0.00782248125309962	13	5649	0.9921775187469	Conservation Score > 0.95, less than 90% of the strains
WP_017805852	0.187207941537927	19	1052	0.812792058462073	Conservation Score > 0.80, less than 90% of the strains
WP_017805853	0.187207941537927	19	1052	0.812792058462073	Conservation Score > 0.80, less than 90% of the strains
WP_017805854	0.0141935504996257	84	981	0.985806449500374	Conservation Score > 0.95, less than 90% of the strains
WP_017805855	0.00342146392852175	88	2923	0.996578536071478	Conservation Score > 0.95, more than 90% of the strains
WP_017805857	0.012879998660953	94	2162	0.987120001339047	Conservation Score > 0.95, more than 90% of the strains
WP_017805858	0.0107652132242033	95	2117	0.989234786775797	Conservation Score > 0.95, more than 90% of the strains
WP_017805859	0.00100037680376258	88	1282	0.998999623196237	Conservation Score > 0.95, more than 90% of the strains
WP_017805860	0.00123358535347701	86	1127	0.998766414646523	Conservation Score > 0.95, less than 90% of the strains
WP_017805861	0.071520663399984	94	123	0.928479336600016	Conservation Score > 0.80, more than 90% of the strains
WP_017805862	0.0492993703426722	87	1021	0.950700629657328	Conservation Score > 0.95, more than 90% of the strains
WP_017805863	0.206923456242374	76	1192	0.793076543757626	Conservation Score < 0.80, less than 90% of the strains
WP_017805865	0.00938574458641948	95	2697	0.990614255413581	Conservation Score > 0.95, more than 90% of the strains
WP_017805866	0.0474390784426149	74	2781	0.952560921557385	Conservation Score > 0.95, less than 90% of the strains
WP_017805867	0.206347097357424	22	2757	0.793652902642577	Conservation Score < 0.80, less than 90% of the strains
WP_017805868	0.200282091108348	94	573	0.799717908891652	Conservation Score < 0.80, more than 90% of the strains
WP_017805869	0.222240744502794	81	736	0.777759255497206	Conservation Score < 0.80, less than 90% of the strains
WP_017805870	0.182145723990854	74	1576	0.817854276009146	Conservation Score > 0.80, less than 90% of the strains
WP_017805871	0.191062704925327	89	1050	0.808937295074673	Conservation Score > 0.80, more than 90% of the strains
WP_017805872	0.00151626285096327	88	1320	0.998483737149037	Conservation Score > 0.95, more than 90% of the strains
WP_017805873	0.00361148991920101	95	1204	0.996388510080799	Conservation Score > 0.95, more than 90% of the strains
WP_017805874	0.0291392250401556	95	745	0.970860774959844	Conservation Score > 0.95, more than 90% of the strains
WP_017805875	0.015304610972369	94	3804	0.984695389027631	Conservation Score > 0.95, more than 90% of the strains
WP_017805876	0.00190712591101658	87	1102	0.998092874088983	Conservation Score > 0.95, more than 90% of the strains
WP_017805877	0.0578461814064136	88	352	0.942153818593586	Conservation Score > 0.80, more than 90% of the strains
WP_017805878	0.00186533252811972	88	1929	0.99813466747188	Conservation Score > 0.95, more than 90% of the strains
WP_017805879	0.0298975643265065	88	4313	0.970102435673494	Conservation Score > 0.95, more than 90% of the strains
WP_017805880	0.0299850647115734	87	877	0.970014935288427	Conservation Score > 0.95, more than 90% of the strains
WP_017805881	0.0542613763781959	92	976	0.945738623621804	Conservation Score > 0.80, more than 90% of the strains
WP_017805882	0.000855098858874243	88	4656	0.999144901141126	Conservation Score > 0.95, more than 90% of the strains
WP_017805883	0.201482064150544	91	2804	0.798517935849456	Conservation Score < 0.80, more than 90% of the strains
WP_017805884	0.172568313106361	9	1956	0.827431686893639	Conservation Score > 0.80, less than 90% of the strains
WP_017805887	0.14303485400032	109	2991	0.85696514599968	Conservation Score > 0.80, more than 90% of the strains
WP_017805888	0.211875847910466	86	1358	0.788124152089534	Conservation Score < 0.80, less than 90% of the strains
WP_017805889	0	85	4663	1	Conservation Score > 0.95, less than 90% of the strains
WP_017805890	0.00688767573848849	87	4467	0.993112324261512	Conservation Score > 0.95, more than 90% of the strains
WP_017805891	0.113420473345774	88	3391	0.886579526654226	Conservation Score > 0.80, more than 90% of the strains
WP_017805892	0.00168810680173368	88	2696	0.998311893198266	Conservation Score > 0.95, more than 90% of the strains
WP_017805893	0.00474516537091077	87	1454	0.995254834629089	Conservation Score > 0.95, more than 90% of the strains
WP_017805894	0.0042193440759739	87	2360	0.995780655924026	Conservation Score > 0.95, more than 90% of the strains
WP_017805895	0.145102210662596	87	2082	0.854897789337404	Conservation Score > 0.80, more than 90% of the strains
WP_017805896	0.0337340591508336	86	1212	0.966265940849166	Conservation Score > 0.95, less than 90% of the strains
WP_017805897	0.00862643019226096	87	2469	0.991373569807739	Conservation Score > 0.95, more than 90% of the strains
WP_017805898	0.00316416937749058	76	1254	0.996835830622509	Conservation Score > 0.95, less than 90% of the strains
WP_017805899	0.00416047342273946	87	1767	0.995839526577261	Conservation Score > 0.95, more than 90% of the strains
WP_017805900	0.00464734346210495	95	1155	0.995352656537895	Conservation Score > 0.95, more than 90% of the strains
WP_017805902	0.0187137749556599	95	310	0.98128622504434	Conservation Score > 0.95, more than 90% of the strains
WP_017805903	0.0124283622516594	95	1369	0.987571637748341	Conservation Score > 0.95, more than 90% of the strains
WP_017805904	0.03816840074084	87	394	0.96183159925916	Conservation Score > 0.95, more than 90% of the strains
WP_017805905	0.00212922197858407	94	3579	0.997870778021416	Conservation Score > 0.95, more than 90% of the strains
WP_017805907	0.0188180328456341	81	827	0.981181967154366	Conservation Score > 0.95, less than 90% of the strains
WP_017805908	0.19414472900922	96	950	0.805855270990779	Conservation Score > 0.80, more than 90% of the strains
WP_017805909	0.0232666811219409	95	1346	0.976733318878059	Conservation Score > 0.95, more than 90% of the strains
WP_017805910	0.00826925198252495	94	2868	0.991730748017475	Conservation Score > 0.95, more than 90% of the strains
WP_017805911	0.00957336571642824	88	2266	0.990426634283572	Conservation Score > 0.95, more than 90% of the strains
WP_017805912	0.00331645092623989	88	3042	0.99668354907376	Conservation Score > 0.95, more than 90% of the strains
WP_017805913	0.00278397967446358	95	677	0.997216020325536	Conservation Score > 0.95, more than 90% of the strains
WP_017805914	0.0165457485863582	94	2885	0.983454251413642	Conservation Score > 0.95, more than 90% of the strains
WP_017805916	0.00374397568013412	21	2819	0.996256024319866	Conservation Score > 0.95, less than 90% of the strains
WP_017805917	0.169712263154925	95	506	0.830287736845075	Conservation Score > 0.80, more than 90% of the strains
WP_017805918	0.00289857113765353	79	2792	0.997101428862346	Conservation Score > 0.95, less than 90% of the strains
WP_017805920	0.183634775188087	97	652	0.816365224811913	Conservation Score > 0.80, more than 90% of the strains
WP_017805921	0.00554203239741047	95	744	0.994457967602589	Conservation Score > 0.95, more than 90% of the strains
WP_017805926	0.028391508736405	86	3463	0.971608491263595	Conservation Score > 0.95, less than 90% of the strains
WP_017805927	0.00412216270303495	86	2986	0.995877837296965	Conservation Score > 0.95, less than 90% of the strains
WP_017805928	0.0280476781469566	83	2854	0.971952321853043	Conservation Score > 0.95, less than 90% of the strains
WP_017805929	0.231570969976397	120	81	0.768429030023603	Conservation Score < 0.80, more than 90% of the strains
WP_017805931	0.196128445319859	86	70	0.803871554680141	Conservation Score > 0.80, less than 90% of the strains
WP_017805932	0.00711469527177978	2	5874	0.99288530472822	Conservation Score > 0.95, less than 90% of the strains
WP_017805935	0.0549114619234406	74	1451	0.945088538076559	Conservation Score > 0.80, less than 90% of the strains
WP_017805937	0.210891851251781	6	311	0.789108148748219	Conservation Score < 0.80, less than 90% of the strains
WP_017805938	0.00819218493210566	78	3192	0.991807815067894	Conservation Score > 0.95, less than 90% of the strains
WP_017805939	0.217901561902577	88	769	0.782098438097423	Conservation Score < 0.80, more than 90% of the strains
WP_017805940	0.217901561902577	88	769	0.782098438097423	Conservation Score < 0.80, more than 90% of the strains
WP_017805941	0.00946514479915783	78	4382	0.990534855200842	Conservation Score > 0.95, less than 90% of the strains
WP_017805942	0.0158896407929311	81	2772	0.984110359207069	Conservation Score > 0.95, less than 90% of the strains
WP_017805943	0.203680553840218	80	1798	0.796319446159782	Conservation Score < 0.80, less than 90% of the strains
WP_017805944	0.0191437285441729	78	4585	0.980856271455827	Conservation Score > 0.95, less than 90% of the strains
WP_017805945	0	5	2399	1	Conservation Score > 0.95, less than 90% of the strains
WP_017805946	0.00407384489060212	15	1321	0.995926155109398	Conservation Score > 0.95, less than 90% of the strains
WP_017805947	0.0737210240663025	18	3284	0.926278975933698	Conservation Score > 0.80, less than 90% of the strains
WP_017805948	0.00579809410132725	75	5592	0.994201905898673	Conservation Score > 0.95, less than 90% of the strains
